ACFT_ID;Profile_ID;Stage Length;Step Number;Step Type;Thrust Rating;Flap_ID;End Point Altitude (ft);Rate Of Climb (ft/min);End Point CAS (kt);Accel Percentage (%)
CRJ9-ER;DEFAULT;3;7;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-ER;DEFAULT;4;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-ER;DEFAULT;4;2;Climb;MaxTakeoff;D-8;485.0;;;
CRJ9-ER;DEFAULT;4;3;Climb;MaxTakeoff;U-8;1000.0;;;
CRJ9-ER;DEFAULT;4;4;Accelerate;MaxClimb;0-204;;500.0;204.0;
CRJ9-ER;DEFAULT;4;5;Climb;MaxClimb;ZERO;3000.0;;;
CRJ9-ER;DEFAULT;4;6;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-ER;DEFAULT;4;7;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-ER;DEFAULT;5;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-ER;DEFAULT;5;2;Climb;MaxTakeoff;D-8;465.0;;;
CRJ9-ER;DEFAULT;5;3;Climb;MaxTakeoff;U-8;1000.0;;;
CRJ9-ER;DEFAULT;5;4;Accelerate;MaxClimb;0-204;;500.0;204.0;
CRJ9-ER;DEFAULT;5;5;Climb;MaxClimb;0-204;3000.0;;;
CRJ9-ER;DEFAULT;5;6;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-ER;DEFAULT;5;7;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-ER;ICAO_A;1;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-ER;ICAO_A;1;2;Climb;MaxTakeoff;D-8;595.0;;;
CRJ9-ER;ICAO_A;1;3;Climb;MaxTakeoff;U-8;1500.0;;;
CRJ9-ER;ICAO_A;1;4;Climb;MaxClimb;U-8;3000.0;;;
CRJ9-ER;ICAO_A;1;5;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-ER;ICAO_A;1;6;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-ER;ICAO_A;2;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-ER;ICAO_A;2;2;Climb;MaxTakeoff;D-8;555.0;;;
CRJ9-ER;ICAO_A;2;3;Climb;MaxTakeoff;U-8;1500.0;;;
CRJ9-ER;ICAO_A;2;4;Climb;MaxClimb;U-8;3000.0;;;
CRJ9-ER;ICAO_A;2;5;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-ER;ICAO_A;2;6;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-ER;ICAO_A;3;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-ER;ICAO_A;3;2;Climb;MaxTakeoff;D-8;525.0;;;
CRJ9-ER;ICAO_A;3;3;Climb;MaxTakeoff;U-8;1500.0;;;
CRJ9-ER;ICAO_A;3;4;Climb;MaxClimb;U-8;3000.0;;;
CRJ9-ER;ICAO_A;3;5;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-ER;ICAO_A;3;6;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-ER;ICAO_A;4;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-ER;ICAO_A;4;2;Climb;MaxTakeoff;D-8;485.0;;;
CRJ9-ER;ICAO_A;4;3;Climb;MaxTakeoff;U-8;1500.0;;;
CRJ9-ER;ICAO_A;4;4;Climb;MaxClimb;U-8;3000.0;;;
CRJ9-ER;ICAO_A;4;5;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-ER;ICAO_A;4;6;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-ER;ICAO_A;5;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-ER;ICAO_A;5;2;Climb;MaxTakeoff;D-8;465.0;;;
CRJ9-ER;ICAO_A;5;3;Climb;MaxTakeoff;U-8;1500.0;;;
CRJ9-ER;ICAO_A;5;4;Climb;MaxClimb;U-8;3000.0;;;
CRJ9-ER;ICAO_A;5;5;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-ER;ICAO_A;5;6;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-ER;ICAO_B;1;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-ER;ICAO_B;1;2;Climb;MaxTakeoff;D-8;595.0;;;
CRJ9-ER;ICAO_B;1;3;Climb;MaxTakeoff;U-8;1000.0;;;
CRJ9-ER;ICAO_B;1;4;Accelerate;MaxTakeoff;0-204;;500.0;204.0;
CRJ9-ER;ICAO_B;1;5;Climb;MaxClimb;ZERO;3000.0;;;
CRJ9-ER;ICAO_B;1;6;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-ER;ICAO_B;1;7;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-ER;ICAO_B;2;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-ER;ICAO_B;2;2;Climb;MaxTakeoff;D-8;555.0;;;
CRJ9-ER;ICAO_B;2;3;Climb;MaxTakeoff;U-8;1000.0;;;
CRJ9-ER;ICAO_B;2;4;Accelerate;MaxTakeoff;0-204;;500.0;204.0;
CRJ9-ER;ICAO_B;2;5;Climb;MaxClimb;ZERO;3000.0;;;
CRJ9-ER;ICAO_B;2;6;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-ER;ICAO_B;2;7;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-ER;ICAO_B;3;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-ER;ICAO_B;3;2;Climb;MaxTakeoff;D-8;525.0;;;
CRJ9-ER;ICAO_B;3;3;Climb;MaxTakeoff;U-8;1000.0;;;
CRJ9-ER;ICAO_B;3;4;Accelerate;MaxTakeoff;0-204;;500.0;204.0;
CRJ9-ER;ICAO_B;3;5;Climb;MaxClimb;ZERO;3000.0;;;
CRJ9-ER;ICAO_B;3;6;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-ER;ICAO_B;3;7;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-ER;ICAO_B;4;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-ER;ICAO_B;4;2;Climb;MaxTakeoff;D-8;485.0;;;
CRJ9-ER;ICAO_B;4;3;Climb;MaxTakeoff;U-8;1000.0;;;
CRJ9-ER;ICAO_B;4;4;Accelerate;MaxTakeoff;0-204;;500.0;204.0;
CRJ9-ER;ICAO_B;4;5;Climb;MaxClimb;ZERO;3000.0;;;
CRJ9-ER;ICAO_B;4;6;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-ER;ICAO_B;4;7;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-ER;ICAO_B;5;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-ER;ICAO_B;5;2;Climb;MaxTakeoff;D-8;465.0;;;
CRJ9-ER;ICAO_B;5;3;Climb;MaxTakeoff;U-8;1000.0;;;
CRJ9-ER;ICAO_B;5;4;Accelerate;MaxTakeoff;0-204;;500.0;204.0;
CRJ9-ER;ICAO_B;5;5;Climb;MaxClimb;ZERO;3000.0;;;
CRJ9-ER;ICAO_B;5;6;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-ER;ICAO_B;5;7;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-LR;DEFAULT;1;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-LR;DEFAULT;1;2;Climb;MaxTakeoff;D-8;615.0;;;
CRJ9-LR;DEFAULT;1;3;Climb;MaxTakeoff;U-8;1000.0;;;
CRJ9-LR;DEFAULT;1;4;Accelerate;MaxClimb;0-204;;500.0;204.0;
CRJ9-LR;DEFAULT;1;5;Climb;MaxClimb;ZERO;3000.0;;;
CRJ9-LR;DEFAULT;1;6;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-LR;DEFAULT;1;7;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-LR;DEFAULT;2;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-LR;DEFAULT;2;2;Climb;MaxTakeoff;D-8;575.0;;;
CRJ9-LR;DEFAULT;2;3;Climb;MaxTakeoff;U-8;1000.0;;;
CRJ9-LR;DEFAULT;2;4;Accelerate;MaxClimb;0-204;;500.0;204.0;
CRJ9-LR;DEFAULT;2;5;Climb;MaxClimb;ZERO;3000.0;;;
CRJ9-LR;DEFAULT;2;6;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-LR;DEFAULT;2;7;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-LR;DEFAULT;3;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-LR;DEFAULT;3;2;Climb;MaxTakeoff;D-8;545.0;;;
CRJ9-LR;DEFAULT;3;3;Climb;MaxTakeoff;U-8;1000.0;;;
CRJ9-LR;DEFAULT;3;4;Accelerate;MaxClimb;0-204;;500.0;204.0;
CRJ9-LR;DEFAULT;3;5;Climb;MaxClimb;0-204;3000.0;;;
CRJ9-LR;DEFAULT;3;6;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-LR;DEFAULT;3;7;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-LR;DEFAULT;4;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-LR;DEFAULT;4;2;Climb;MaxTakeoff;D-8;505.0;;;
CRJ9-LR;DEFAULT;4;3;Climb;MaxTakeoff;U-8;1000.0;;;
CRJ9-LR;DEFAULT;4;4;Accelerate;MaxClimb;0-204;;500.0;204.0;
CRJ9-LR;DEFAULT;4;5;Climb;MaxClimb;ZERO;3000.0;;;
CRJ9-LR;DEFAULT;4;6;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-LR;DEFAULT;4;7;Climb;MaxClimb;0-250;10000.0;;;
CRJ9-LR;DEFAULT;5;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-LR;DEFAULT;5;2;Climb;MaxTakeoff;D-8;455.0;;;
CRJ9-LR;DEFAULT;5;3;Climb;MaxTakeoff;U-8;1000.0;;;
CRJ9-LR;DEFAULT;5;4;Accelerate;MaxClimb;0-204;;500.0;204.0;
CRJ9-LR;DEFAULT;5;5;Climb;MaxClimb;ZERO;3000.0;;;
CRJ9-LR;DEFAULT;5;6;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-LR;DEFAULT;5;7;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-LR;ICAO_A;1;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-LR;ICAO_A;1;2;Climb;MaxTakeoff;D-8;615.0;;;
CRJ9-LR;ICAO_A;1;3;Climb;MaxTakeoff;U-8;1500.0;;;
CRJ9-LR;ICAO_A;1;4;Climb;MaxClimb;U-8;3000.0;;;
CRJ9-LR;ICAO_A;1;5;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-LR;ICAO_A;1;6;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-LR;ICAO_A;2;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-LR;ICAO_A;2;2;Climb;MaxTakeoff;D-8;575.0;;;
CRJ9-LR;ICAO_A;2;3;Climb;MaxTakeoff;U-8;1500.0;;;
CRJ9-LR;ICAO_A;2;4;Climb;MaxClimb;U-8;3000.0;;;
CRJ9-LR;ICAO_A;2;5;Accelerate;MaxClimb;U-8;;500.0;250.0;
CRJ9-LR;ICAO_A;2;6;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-LR;ICAO_A;3;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-LR;ICAO_A;3;2;Climb;MaxTakeoff;D-8;545.0;;;
CRJ9-LR;ICAO_A;3;3;Climb;MaxTakeoff;U-8;1500.0;;;
CRJ9-LR;ICAO_A;3;4;Climb;MaxClimb;U-8;3000.0;;;
CRJ9-LR;ICAO_A;3;5;Accelerate;MaxClimb;U-8;;500.0;250.0;
CRJ9-LR;ICAO_A;3;6;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-LR;ICAO_A;4;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-LR;ICAO_A;4;2;Climb;MaxTakeoff;D-8;505.0;;;
CRJ9-LR;ICAO_A;4;3;Climb;MaxTakeoff;U-8;1500.0;;;
CRJ9-LR;ICAO_A;4;4;Climb;MaxClimb;U-8;3000.0;;;
CRJ9-LR;ICAO_A;4;5;Accelerate;MaxClimb;U-8;;500.0;250.0;
CRJ9-LR;ICAO_A;4;6;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-LR;ICAO_A;5;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-LR;ICAO_A;5;2;Climb;MaxTakeoff;D-8;455.0;;;
CRJ9-LR;ICAO_A;5;3;Climb;MaxTakeoff;U-8;1500.0;;;
CRJ9-LR;ICAO_A;5;4;Climb;MaxClimb;U-8;3000.0;;;
CRJ9-LR;ICAO_A;5;5;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-LR;ICAO_A;5;6;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-LR;ICAO_B;1;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-LR;ICAO_B;1;2;Climb;MaxTakeoff;D-8;615.0;;;
CRJ9-LR;ICAO_B;1;3;Climb;MaxTakeoff;U-8;1000.0;;;
CRJ9-LR;ICAO_B;1;4;Accelerate;MaxTakeoff;0-204;;500.0;204.0;
CRJ9-LR;ICAO_B;1;5;Climb;MaxClimb;ZERO;3000.0;;;
CRJ9-LR;ICAO_B;1;6;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-LR;ICAO_B;1;7;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-LR;ICAO_B;2;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-LR;ICAO_B;2;2;Climb;MaxTakeoff;D-8;575.0;;;
CRJ9-LR;ICAO_B;2;3;Climb;MaxTakeoff;U-8;1000.0;;;
CRJ9-LR;ICAO_B;2;4;Accelerate;MaxTakeoff;0-204;;500.0;204.0;
CRJ9-LR;ICAO_B;2;5;Climb;MaxClimb;ZERO;3000.0;;;
CRJ9-LR;ICAO_B;2;6;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-LR;ICAO_B;2;7;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-LR;ICAO_B;3;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-LR;ICAO_B;3;2;Climb;MaxTakeoff;D-8;545.0;;;
CRJ9-LR;ICAO_B;3;3;Climb;MaxTakeoff;U-8;1000.0;;;
CRJ9-LR;ICAO_B;3;4;Accelerate;MaxTakeoff;0-204;;500.0;204.0;
CRJ9-LR;ICAO_B;3;5;Climb;MaxClimb;ZERO;3000.0;;;
CRJ9-LR;ICAO_B;3;6;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-LR;ICAO_B;3;7;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-LR;ICAO_B;4;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-LR;ICAO_B;4;2;Climb;MaxTakeoff;D-8;505.0;;;
CRJ9-LR;ICAO_B;4;3;Climb;MaxTakeoff;U-8;1000.0;;;
CRJ9-LR;ICAO_B;4;4;Accelerate;MaxTakeoff;0-204;;500.0;204.0;
CRJ9-LR;ICAO_B;4;5;Climb;MaxClimb;ZERO;3000.0;;;
CRJ9-LR;ICAO_B;4;6;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-LR;ICAO_B;4;7;Climb;MaxClimb;ZERO;10000.0;;;
CRJ9-LR;ICAO_B;5;1;Takeoff;MaxTakeoff;D-8;;;;
CRJ9-LR;ICAO_B;5;2;Climb;MaxTakeoff;D-8;455.0;;;
CRJ9-LR;ICAO_B;5;3;Climb;MaxTakeoff;U-8;1000.0;;;
CRJ9-LR;ICAO_B;5;4;Accelerate;MaxTakeoff;0-204;;500.0;204.0;
CRJ9-LR;ICAO_B;5;5;Climb;MaxClimb;ZERO;3000.0;;;
CRJ9-LR;ICAO_B;5;6;Accelerate;MaxClimb;0-250;;500.0;250.0;
CRJ9-LR;ICAO_B;5;7;Climb;MaxClimb;ZERO;10000.0;;;
CVR580;DEFAULT;1;1;Takeoff;MaxTakeoff;10;;;;
CVR580;DEFAULT;1;2;Climb;MaxTakeoff;10;1000.0;;;
CVR580;DEFAULT;1;3;Accelerate;MaxTakeoff;10;;1907.0;130.0;
CVR580;DEFAULT;1;4;Accelerate;MaxClimb;INTR;;1430.0;150.0;
CVR580;DEFAULT;1;5;Climb;MaxClimb;ZERO;3000.0;;;
CVR580;DEFAULT;1;6;Climb;MaxClimb;ZERO;5500.0;;;
CVR580;DEFAULT;1;7;Climb;MaxClimb;ZERO;7500.0;;;
CVR580;DEFAULT;1;8;Climb;MaxClimb;ZERO;10000.0;;;
CVR580;DEFAULT;2;1;Takeoff;MaxTakeoff;10;;;;
CVR580;DEFAULT;2;2;Climb;MaxTakeoff;10;1000.0;;;
CVR580;DEFAULT;2;3;Accelerate;MaxTakeoff;10;;1557.0;136.0;
CVR580;DEFAULT;2;4;Accelerate;MaxClimb;INTR;;1168.0;156.0;
CVR580;DEFAULT;2;5;Climb;MaxClimb;ZERO;3000.0;;;
CVR580;DEFAULT;2;6;Climb;MaxClimb;ZERO;5500.0;;;
CVR580;DEFAULT;2;7;Climb;MaxClimb;ZERO;7500.0;;;
CVR580;DEFAULT;2;8;Climb;MaxClimb;ZERO;10000.0;;;
CVR580;DEFAULT;3;1;Takeoff;MaxTakeoff;10;;;;
CVR580;DEFAULT;3;2;Climb;MaxTakeoff;10;1000.0;;;
CVR580;DEFAULT;3;3;Accelerate;MaxTakeoff;10;;1321.0;140.0;
CVR580;DEFAULT;3;4;Accelerate;MaxClimb;INTR;;991.0;160.0;
CVR580;DEFAULT;3;5;Climb;MaxClimb;ZERO;3000.0;;;
CVR580;DEFAULT;3;6;Climb;MaxClimb;ZERO;5500.0;;;
CVR580;DEFAULT;3;7;Climb;MaxClimb;ZERO;7500.0;;;
CVR580;DEFAULT;3;8;Climb;MaxClimb;ZERO;10000.0;;;
DC1010;DEFAULT;1;1;Takeoff;MaxTakeoff;10;;;;
DC1010;DEFAULT;1;2;Climb;MaxTakeoff;10;1000.0;;;
DC1010;DEFAULT;1;3;Accelerate;MaxTakeoff;10;;1904.0;159.0;
DC1010;DEFAULT;1;4;Accelerate;MaxTakeoff;5;;1428.0;174.0;
DC1010;DEFAULT;1;5;Accelerate;MaxClimb;INT;;1000.0;189.0;
DC1010;DEFAULT;1;6;Climb;MaxClimb;ZERO;3000.0;;;
DC1010;DEFAULT;1;7;Accelerate;MaxClimb;ZERO;;1000.0;250.0;
DC1010;DEFAULT;1;8;Climb;MaxClimb;ZERO;5500.0;;;
DC1010;DEFAULT;1;9;Climb;MaxClimb;ZERO;7500.0;;;
DC1010;DEFAULT;1;10;Climb;MaxClimb;ZERO;10000.0;;;
DC1010;DEFAULT;2;1;Takeoff;MaxTakeoff;10;;;;
DC1010;DEFAULT;2;2;Climb;MaxTakeoff;10;1000.0;;;
DC1010;DEFAULT;2;3;Accelerate;MaxTakeoff;10;;1799.0;163.0;
DC1010;DEFAULT;2;4;Accelerate;MaxTakeoff;5;;1350.0;178.0;
DC1010;DEFAULT;2;5;Accelerate;MaxClimb;INT;;1000.0;193.0;
DC1010;DEFAULT;2;6;Climb;MaxClimb;ZERO;3000.0;;;
DC1010;DEFAULT;2;7;Accelerate;MaxClimb;ZERO;;1000.0;250.0;
DC1010;DEFAULT;2;8;Climb;MaxClimb;ZERO;5500.0;;;
DC1010;DEFAULT;2;9;Climb;MaxClimb;ZERO;7500.0;;;
DC1010;DEFAULT;2;10;Climb;MaxClimb;ZERO;10000.0;;;
DC1010;DEFAULT;3;1;Takeoff;MaxTakeoff;10;;;;
DC1010;DEFAULT;3;2;Climb;MaxTakeoff;10;1000.0;;;
DC1010;DEFAULT;3;3;Accelerate;MaxTakeoff;10;;1670.0;167.0;
DC1010;DEFAULT;3;4;Accelerate;MaxTakeoff;5;;1253.0;182.0;
DC1010;DEFAULT;3;5;Accelerate;MaxClimb;INT;;1000.0;197.0;
DC1010;DEFAULT;3;6;Climb;MaxClimb;ZERO;3000.0;;;
DC1010;DEFAULT;3;7;Accelerate;MaxClimb;ZERO;;1000.0;250.0;
DC1010;DEFAULT;3;8;Climb;MaxClimb;ZERO;5500.0;;;
DC1010;DEFAULT;3;9;Climb;MaxClimb;ZERO;7500.0;;;
DC1010;DEFAULT;3;10;Climb;MaxClimb;ZERO;10000.0;;;
DC1010;DEFAULT;4;1;Takeoff;MaxTakeoff;10;;;;
DC1010;DEFAULT;4;2;Climb;MaxTakeoff;10;1000.0;;;
DC1010;DEFAULT;4;3;Accelerate;MaxTakeoff;10;;1494.0;174.0;
DC1010;DEFAULT;4;4;Accelerate;MaxTakeoff;5;;1121.0;189.0;
DC1010;DEFAULT;4;5;Accelerate;MaxClimb;INT;;1000.0;204.0;
DC1010;DEFAULT;4;6;Climb;MaxClimb;ZERO;3000.0;;;
DC1010;DEFAULT;4;7;Accelerate;MaxClimb;ZERO;;1000.0;250.0;
DC1010;DEFAULT;4;8;Climb;MaxClimb;ZERO;5500.0;;;
DC1010;DEFAULT;4;9;Climb;MaxClimb;ZERO;7500.0;;;
DC1010;DEFAULT;4;10;Climb;MaxClimb;ZERO;10000.0;;;
DC1010;DEFAULT;5;1;Takeoff;MaxTakeoff;10;;;;
DC1010;DEFAULT;5;2;Climb;MaxTakeoff;10;1000.0;;;
DC1010;DEFAULT;5;3;Accelerate;MaxTakeoff;10;;1335.0;180.0;
DC1010;DEFAULT;5;4;Accelerate;MaxTakeoff;5;;1002.0;195.0;
DC1010;DEFAULT;5;5;Accelerate;MaxClimb;INT;;1000.0;210.0;
DC1010;DEFAULT;5;6;Climb;MaxClimb;ZERO;3000.0;;;
DC1010;DEFAULT;5;7;Accelerate;MaxClimb;ZERO;;1000.0;250.0;
DC1010;DEFAULT;5;8;Climb;MaxClimb;ZERO;5500.0;;;
DC1010;DEFAULT;5;9;Climb;MaxClimb;ZERO;7500.0;;;
DC1010;DEFAULT;5;10;Climb;MaxClimb;ZERO;10000.0;;;
DC1010;DEFAULT;6;1;Takeoff;MaxTakeoff;10;;;;
DC1010;DEFAULT;6;2;Climb;MaxTakeoff;10;1000.0;;;
DC1010;DEFAULT;6;3;Accelerate;MaxTakeoff;10;;1191.0;186.0;
DC1010;DEFAULT;6;4;Accelerate;MaxTakeoff;5;;894.0;201.0;
DC1010;DEFAULT;6;5;Accelerate;MaxClimb;INT;;800.0;216.0;
DC1010;DEFAULT;6;6;Climb;MaxClimb;ZERO;3000.0;;;
DC1010;DEFAULT;6;7;Accelerate;MaxClimb;ZERO;;800.0;250.0;
DC1010;DEFAULT;6;8;Climb;MaxClimb;ZERO;5500.0;;;
DC1010;DEFAULT;6;9;Climb;MaxClimb;ZERO;7500.0;;;
DC1010;DEFAULT;6;10;Climb;MaxClimb;ZERO;10000.0;;;
DC1040;DEFAULT;1;1;Takeoff;MaxTakeoff;15;;;;
DC1040;DEFAULT;1;2;Climb;MaxTakeoff;15;1000.0;;;
DC1040;DEFAULT;1;3;Accelerate;MaxTakeoff;15;;2255.0;175.0;
DC1040;DEFAULT;1;4;Accelerate;MaxTakeoff;5;;1692.0;190.0;
DC1040;DEFAULT;1;5;Accelerate;MaxClimb;INT;;1000.0;205.0;
DC1040;DEFAULT;1;6;Climb;MaxClimb;ZERO;3000.0;;;
DC1040;DEFAULT;1;7;Accelerate;MaxClimb;ZERO;;1000.0;250.0;
DC1040;DEFAULT;1;8;Climb;MaxClimb;ZERO;5500.0;;;
DC1040;DEFAULT;1;9;Climb;MaxClimb;ZERO;7500.0;;;
DC1040;DEFAULT;1;10;Climb;MaxClimb;ZERO;10000.0;;;
DC1040;DEFAULT;2;1;Takeoff;MaxTakeoff;15;;;;
DC1040;DEFAULT;2;2;Climb;MaxTakeoff;15;1000.0;;;
DC1040;DEFAULT;2;3;Accelerate;MaxTakeoff;15;;2146.0;178.0;
DC1040;DEFAULT;2;4;Accelerate;MaxTakeoff;5;;1610.0;193.0;
DC1040;DEFAULT;2;5;Accelerate;MaxClimb;INT;;1000.0;208.0;
DC1040;DEFAULT;2;6;Climb;MaxClimb;ZERO;3000.0;;;
DC1040;DEFAULT;2;7;Accelerate;MaxClimb;ZERO;;1000.0;250.0;
DC1040;DEFAULT;2;8;Climb;MaxClimb;ZERO;5500.0;;;
DC1040;DEFAULT;2;9;Climb;MaxClimb;ZERO;7500.0;;;
DC1040;DEFAULT;2;10;Climb;MaxClimb;ZERO;10000.0;;;
DC1040;DEFAULT;3;1;Takeoff;MaxTakeoff;15;;;;
DC1040;DEFAULT;3;2;Climb;MaxTakeoff;15;1000.0;;;
DC1040;DEFAULT;3;3;Accelerate;MaxTakeoff;15;;2050.0;181.0;
DC1040;DEFAULT;3;4;Accelerate;MaxTakeoff;5;;1538.0;196.0;
DC1040;DEFAULT;3;5;Accelerate;MaxClimb;INT;;1000.0;211.0;
DC1040;DEFAULT;3;6;Climb;MaxClimb;ZERO;3000.0;;;
DC1040;DEFAULT;3;7;Accelerate;MaxClimb;ZERO;;1000.0;250.0;
DC1040;DEFAULT;3;8;Climb;MaxClimb;ZERO;5500.0;;;
DC1040;DEFAULT;3;9;Climb;MaxClimb;ZERO;7500.0;;;
DC1040;DEFAULT;3;10;Climb;MaxClimb;ZERO;10000.0;;;
DC1040;DEFAULT;4;1;Takeoff;MaxTakeoff;15;;;;
DC1040;DEFAULT;4;2;Climb;MaxTakeoff;15;1000.0;;;
DC1040;DEFAULT;4;3;Accelerate;MaxTakeoff;15;;1859.0;187.0;
DC1040;DEFAULT;4;4;Accelerate;MaxTakeoff;5;;1395.0;202.0;
DC1040;DEFAULT;4;5;Accelerate;MaxClimb;INT;;1000.0;217.0;
DC1040;DEFAULT;4;6;Climb;MaxClimb;ZERO;3000.0;;;
DC1040;DEFAULT;4;7;Accelerate;MaxClimb;ZERO;;1000.0;250.0;
DC1040;DEFAULT;4;8;Climb;MaxClimb;ZERO;5500.0;;;
DC1040;DEFAULT;4;9;Climb;MaxClimb;ZERO;7500.0;;;
DC1040;DEFAULT;4;10;Climb;MaxClimb;ZERO;10000.0;;;
DC1040;DEFAULT;5;1;Takeoff;MaxTakeoff;15;;;;
DC1040;DEFAULT;5;2;Climb;MaxTakeoff;15;1000.0;;;
DC1040;DEFAULT;5;3;Accelerate;MaxTakeoff;15;;1639.0;195.0;
DC1040;DEFAULT;5;4;Accelerate;MaxTakeoff;5;;1229.0;210.0;
DC1040;DEFAULT;5;5;Accelerate;MaxClimb;INT;;1000.0;225.0;
DC1040;DEFAULT;5;6;Climb;MaxClimb;ZERO;3000.0;;;
DC1040;DEFAULT;5;7;Accelerate;MaxClimb;ZERO;;1000.0;250.0;
DC1040;DEFAULT;5;8;Climb;MaxClimb;ZERO;5500.0;;;
DC1040;DEFAULT;5;9;Climb;MaxClimb;ZERO;7500.0;;;
DC1040;DEFAULT;5;10;Climb;MaxClimb;ZERO;10000.0;;;
DC1040;DEFAULT;6;1;Takeoff;MaxTakeoff;15;;;;
DC1040;DEFAULT;6;2;Climb;MaxTakeoff;15;1000.0;;;
DC1040;DEFAULT;6;3;Accelerate;MaxTakeoff;15;;1436.0;203.0;
DC1040;DEFAULT;6;4;Accelerate;MaxTakeoff;5;;1077.0;218.0;
DC1040;DEFAULT;6;5;Accelerate;MaxClimb;INT;;1000.0;233.0;
DC1040;DEFAULT;6;6;Climb;MaxClimb;ZERO;3000.0;;;
DC1040;DEFAULT;6;7;Accelerate;MaxClimb;ZERO;;1000.0;250.0;
DC1040;DEFAULT;6;8;Climb;MaxClimb;ZERO;5500.0;;;
