NPD_ID;Noise Metric;Op Mode;Power Setting;L_200ft;L_400ft;L_630ft;L_1000ft;L_2000ft;L_4000ft;L_6300ft;L_10000ft;L_16000ft;L_25000ft
ATR72;SEL;D;4800.0;92.2;88.2;85.6;82.9;78.8;73.8;69.6;64.4;58.8;52.7
ATR72;SEL;D;4900.0;92.9;89.4;86.9;84.3;80.3;75.9;72.9;69.3;65.5;61.3
ATR72;SEL;D;5300.0;93.7;90.2;87.7;85.2;81.4;77.1;74.1;70.6;66.8;62.6
ATR72;SEL;D;5310.0;93.7;90.2;87.7;85.2;81.4;77.1;74.1;70.6;66.8;62.6
BR710;EPNL;A;1830.0;94.4;89.3;85.7;81.7;75.1;67.7;61.9;55.2;46.6;35.2
BR710;EPNL;A;2000.0;94.4;89.3;85.7;81.7;75.2;67.7;62.0;55.3;46.7;35.1
BR710;EPNL;A;3000.0;95.2;90.2;86.4;82.3;76.0;68.4;62.8;56.1;47.6;35.8
BR710;EPNL;A;4000.0;97.5;92.1;88.1;83.7;77.2;69.7;64.1;57.5;49.3;38.1
BR710;EPNL;A;5000.0;97.5;93.2;89.9;85.7;78.8;71.0;65.1;58.4;50.1;38.7
BR710;EPNL;A;6000.0;100.0;95.6;92.3;88.1;81.0;73.1;67.3;60.5;52.4;41.6
BR710;EPNL;A;7000.0;102.0;97.7;94.3;90.2;83.0;75.1;69.3;62.6;54.7;44.4
BR710;EPNL;A;8000.0;103.8;99.5;96.1;92.0;84.8;77.0;71.2;64.6;56.9;47.1
BR710;EPNL;A;9000.0;105.2;100.9;97.5;93.6;86.5;78.8;73.1;66.6;59.1;49.7
BR710;EPNL;A;10000.0;106.2;101.9;98.7;94.8;87.9;80.5;74.9;68.5;61.2;52.3
BR710;EPNL;A;11000.0;106.9;102.7;99.5;95.8;89.1;82.0;76.6;70.4;63.3;54.7
BR710;EPNL;A;12000.0;107.3;103.1;100.1;96.4;90.2;83.4;78.2;72.3;65.4;57.1
BR710;EPNL;A;12900.0;107.3;103.2;100.3;96.8;91.0;84.6;79.6;73.9;67.2;59.2
BR710;EPNL;D;4000.0;94.8;90.5;87.3;83.0;76.4;68.7;62.9;56.2;47.7;35.7
BR710;EPNL;D;5000.0;97.5;93.2;89.9;85.7;78.8;71.0;65.1;58.4;50.1;38.7
BR710;EPNL;D;6000.0;100.0;95.6;92.3;88.1;81.0;73.1;67.3;60.5;52.4;41.6
BR710;EPNL;D;7000.0;102.0;97.7;94.3;90.2;83.0;75.1;69.3;62.6;54.7;44.4
BR710;EPNL;D;8000.0;103.8;99.5;96.1;92.0;84.8;77.0;71.2;64.6;56.9;47.1
BR710;EPNL;D;9000.0;105.2;100.9;97.5;93.6;86.5;78.8;73.1;66.6;59.1;49.7
BR710;EPNL;D;10000.0;106.2;101.9;98.7;94.8;87.9;80.5;74.9;68.5;64.2;52.3
BR710;EPNL;D;11000.0;106.9;102.7;99.5;95.8;89.1;82.0;76.6;70.4;63.3;54.7
BR710;EPNL;D;12000.0;107.3;103.1;100.1;96.4;90.2;83.4;78.2;72.3;65.4;57.1
BR710;EPNL;D;12900.0;107.3;103.2;100.3;96.8;91.0;84.6;79.6;73.9;67.2;59.2
BR710;LAmax;A;1830.0;87.7;80.6;75.8;70.7;62.6;54.0;47.8;41.1;33.7;26.0
BR710;LAmax;A;2000.0;87.9;80.7;75.9;70.7;62.7;54.0;47.9;41.2;33.7;25.9
BR710;LAmax;A;3000.0;88.9;81.7;76.7;71.5;63.4;54.8;48.6;41.7;34.1;26.1
BR710;LAmax;A;4000.0;90.1;82.9;77.9;72.7;64.6;55.9;49.7;42.8;35.1;27.1
BR710;LAmax;A;5000.0;92.5;85.3;80.4;75.0;66.6;57.6;51.1;44.0;35.9;27.5
BR710;LAmax;A;6000.0;94.7;87.7;82.7;77.3;68.8;59.8;53.3;46.0;37.9;29.3
BR710;LAmax;A;7000.0;96.7;89.7;84.7;79.3;70.9;61.8;55.2;47.9;39.7;31.1
BR710;LAmax;A;8000.0;98.4;91.5;86.5;81.1;72.7;63.6;57.1;49.8;41.6;32.9
BR710;LAmax;A;9000.0;99.9;93.0;88.0;82.7;74.4;65.3;58.8;51.5;43.3;34.7
BR710;LAmax;A;10000.0;101.0;94.1;89.3;84.0;75.8;66.8;60.4;53.2;45.0;36.5
BR710;LAmax;A;11000.0;101.6;95.0;90.2;85.1;77.0;68.2;61.8;54.7;46.7;38.3
BR710;LAmax;A;12000.0;102.6;95.6;90.9;85.9;78.0;69.3;63.1;56.1;48.3;40.1
BR710;LAmax;A;12900.0;102.9;95.9;91.3;86.4;78.7;70.3;64.1;57.3;49.7;41.7
BR710;LAmax;D;4000.0;90.0;82.7;77.7;72.5;64.1;55.2;48.9;41.8;33.9;25.7
BR710;LAmax;D;5000.0;92.5;85.3;80.4;75.0;66.6;57.6;51.1;44.0;35.9;27.5
BR710;LAmax;D;6000.0;94.7;87.7;82.7;77.3;68.8;59.8;53.3;46.0;37.9;29.3
BR710;LAmax;D;7000.0;96.7;89.7;84.7;79.3;70.9;61.8;55.2;47.9;39.7;31.1
BR710;LAmax;D;8000.0;98.4;91.5;86.5;81.1;72.7;63.6;57.1;49.8;41.6;32.9
BR710;LAmax;D;9000.0;99.9;93.0;88.0;82.7;74.4;65.3;58.8;51.5;43.3;34.7
BR710;LAmax;D;10000.0;101.0;94.1;89.3;84.0;75.8;66.8;60.4;53.2;45.0;36.5
BR710;LAmax;D;11000.0;101.6;95.0;90.2;85.1;77.0;68.2;61.8;54.7;46.7;38.3
BR710;LAmax;D;12000.0;102.6;95.6;90.9;85.9;78.0;69.3;63.1;56.1;48.3;40.1
BR710;LAmax;D;12900.0;102.9;95.9;91.3;86.4;78.7;70.3;64.1;57.3;49.7;41.7
BR710;PNLTM;A;1830.0;102.1;94.7;89.2;83.5;73.9;63.8;56.5;48.5;38.5;26.3
BR710;PNLTM;A;2000.0;102.3;94.8;89.3;83.5;74.0;63.8;56.6;48.5;38.5;26.1
BR710;PNLTM;A;3000.0;103.2;95.7;90.2;84.0;74.8;64.5;57.3;49.2;39.1;26.2
BR710;PNLTM;A;4000.0;104.2;96.7;91.3;85.4;76.1;65.9;58.6;50.6;40.8;28.5
BR710;PNLTM;A;5000.0;107.6;100.2;94.9;88.7;78.6;67.8;60.2;52.0;42.2;30.4
BR710;PNLTM;A;6000.0;110.8;103.3;98.0;91.8;81.1;70.0;62.4;54.1;44.5;32.8
BR710;PNLTM;A;7000.0;113.4;105.8;100.5;94.3;83.4;72.1;64.5;56.2;46.7;35.3
BR710;PNLTM;A;8000.0;115.4;107.8;102.5;96.3;85.3;74.1;66.5;58.2;48.9;37.7
BR710;PNLTM;A;9000.0;116.8;109.2;103.9;97.8;86.8;75.9;68.3;60.1;50.9;40.2
BR710;PNLTM;A;10000.0;117.6;110.0;104.7;98.8;88.1;77.5;70.0;62.0;53.0;42.6
BR710;PNLTM;A;11000.0;117.8;110.3;105.1;99.2;89.1;79.0;71.6;63.7;54.9;45.0
BR710;PNLTM;A;12000.0;117.5;110.0;104.8;99.2;89.7;80.3;73.1;65.4;56.8;47.5
BR710;PNLTM;A;12900.0;116.8;109.2;104.2;98.7;90.1;81.4;74.3;66.9;58.4;49.7
BR710;PNLTM;D;4000.0;103.9;96.5;91.2;85.2;75.8;65.3;57.9;49.8;39.9;27.9
BR710;PNLTM;D;5000.0;107.6;100.2;94.9;88.7;78.6;67.8;60.2;52.0;42.2;30.4
BR710;PNLTM;D;6000.0;110.8;103.3;98.0;91.8;81.1;70.0;62.4;54.1;44.5;32.8
BR710;PNLTM;D;7000.0;113.4;105.8;100.5;94.3;83.4;72.1;64.5;56.2;46.7;35.3
BR710;PNLTM;D;8000.0;115.4;107.8;102.5;96.3;85.3;74.1;66.5;58.2;48.9;37.7
BR710;PNLTM;D;9000.0;116.8;109.2;103.9;97.8;86.8;75.9;68.3;60.1;50.9;40.2
BR710;PNLTM;D;10000.0;117.6;110.0;104.7;98.8;88.1;77.5;70.0;62.0;53.0;42.6
BR710;PNLTM;D;11000.0;117.8;110.3;105.1;99.2;89.1;79.0;71.6;63.7;54.9;45.0
BR710;PNLTM;D;12000.0;117.5;110.0;104.8;99.2;89.7;80.3;73.1;65.4;56.8;47.5
BR710;PNLTM;D;12900.0;116.8;109.2;104.2;98.7;90.1;81.4;74.3;66.9;58.4;49.7
BR710;SEL;A;1830.0;90.3;85.8;82.8;79.6;74.3;68.3;63.8;58.7;53.0;46.8
BR710;SEL;A;2000.0;90.3;85.9;82.9;79.7;74.4;68.4;63.9;58.8;53.0;46.8
BR710;SEL;A;3000.0;91.0;86.6;83.6;80.3;75.0;69.1;64.6;59.5;53.6;47.2
BR710;SEL;A;4000.0;92.2;87.6;84.5;81.2;76.0;70.1;65.7;60.6;54.7;48.2
BR710;SEL;A;5000.0;92.7;88.5;85.6;82.3;76.9;70.8;66.3;61.1;54.9;48.1
BR710;SEL;A;6000.0;94.7;90.5;87.6;84.2;78.8;72.7;68.1;62.9;56.7;49.9
BR710;SEL;A;7000.0;96.5;92.4;89.4;86.1;80.6;74.5;69.9;64.7;58.5;51.7
BR710;SEL;A;8000.0;98.1;94.1;91.1;87.8;82.3;76.2;71.7;66.4;60.3;53.5
BR710;SEL;A;9000.0;99.6;95.6;92.6;89.4;83.9;77.9;73.4;68.1;62.0;55.3
BR710;SEL;A;10000.0;100.9;96.9;94.0;90.8;85.5;79.5;75.0;69.8;63.8;57.1
BR710;SEL;A;11000.0;102.1;98.1;95.3;92.2;86.9;81.0;76.6;71.5;65.5;58.9
BR710;SEL;A;12000.0;103.1;99.1;96.4;93.4;88.3;82.5;78.1;73.1;67.2;60.7
BR710;SEL;A;12900.0;103.8;99.9;97.3;94.4;89.5;83.8;79.5;74.5;68.7;62.3
BR710;SEL;D;4000.0;90.5;86.4;83.5;80.2;74.9;68.9;64.4;59.2;53.0;46.2
BR710;SEL;D;5000.0;92.7;88.5;85.6;82.3;76.9;70.8;66.3;61.1;54.9;48.1
BR710;SEL;D;6000.0;94.7;90.5;87.6;84.2;78.8;72.7;68.1;62.9;56.7;49.9
BR710;SEL;D;7000.0;96.5;92.4;89.4;86.1;80.6;74.5;69.9;64.7;58.5;51.7
BR710;SEL;D;8000.0;98.1;94.1;91.1;87.8;82.3;76.2;71.7;66.4;60.3;53.5
BR710;SEL;D;9000.0;99.6;95.6;92.6;89.4;83.9;77.9;73.4;68.1;62.0;55.3
BR710;SEL;D;10000.0;100.9;96.9;94.0;90.8;85.5;79.5;75.0;69.8;63.8;57.1
BR710;SEL;D;11000.0;102.1;98.1;95.3;92.2;86.9;81.0;76.6;71.5;65.5;58.9
BR710;SEL;D;12000.0;103.1;99.1;96.4;93.4;88.3;82.5;78.1;73.1;67.2;60.7
BR710;SEL;D;12900.0;103.8;99.9;97.3;94.4;89.5;83.8;79.5;74.5;68.7;62.3
BR715;EPNL;A;4250.0;95.1;90.7;87.0;82.9;76.5;68.9;63.1;56.5;49.9;43.7
BR715;EPNL;A;5000.0;95.8;91.4;87.8;83.7;77.3;70.0;64.2;57.7;51.0;44.7
BR715;EPNL;A;5750.0;96.4;91.9;88.4;84.4;78.0;70.8;65.2;58.6;51.9;45.6
BR715;EPNL;A;9875.0;99.8;95.5;92.4;88.6;82.2;75.6;69.9;63.9;57.8;52.1
BR715;EPNL;D;11000.0;101.4;97.2;94.0;90.2;83.9;77.3;71.8;65.8;59.8;54.1
BR715;EPNL;D;13000.0;104.0;99.8;96.6;92.9;86.6;80.0;74.7;68.8;62.9;57.3
BR715;EPNL;D;15000.0;106.3;102.1;98.9;95.2;88.9;82.4;77.3;71.5;65.7;60.1
BR715;EPNL;D;17000.0;108.4;104.2;101.0;97.4;91.1;84.6;79.6;73.9;68.1;62.7
BR715;EPNL;D;19000.0;110.9;106.7;103.5;99.9;93.7;87.2;82.5;76.9;71.2;65.9
BR715;EPNL;D;19750.0;111.9;107.7;104.5;101.0;94.7;88.3;83.6;78.1;72.4;67.2
BR715;LAmax;A;4250.0;89.2;81.6;76.8;71.6;63.4;54.6;48.3;41.6;34.7;28.2
BR715;LAmax;A;5000.0;89.6;82.4;77.5;72.4;64.2;55.4;49.1;42.3;35.5;28.9
BR715;LAmax;A;5750.0;89.9;83.0;78.2;73.0;64.9;56.1;49.7;43.0;36.1;29.6
BR715;LAmax;A;9875.0;93.8;87.0;82.4;77.6;69.8;61.4;55.3;48.6;41.8;35.3
BR715;LAmax;D;11000.0;95.7;88.9;84.3;79.5;71.7;63.1;57.0;50.2;43.4;36.9
BR715;LAmax;D;13000.0;98.6;91.9;87.3;82.5;74.6;66.0;59.8;52.9;46.0;39.4
BR715;LAmax;D;15000.0;101.2;94.5;90.0;85.1;77.2;68.5;62.2;55.3;48.3;41.6
BR715;LAmax;D;17000.0;103.5;97.0;92.4;87.5;79.6;70.7;64.4;57.4;50.4;43.7
BR715;LAmax;D;19000.0;106.4;99.9;95.3;90.4;82.4;73.4;67.0;60.0;52.9;46.2
BR715;LAmax;D;19750.0;107.5;101.0;96.5;91.6;83.5;74.5;68.1;61.1;53.9;47.2
BR715;PNLTM;A;4250.0;102.8;95.1;89.8;83.9;74.4;64.2;56.8;48.8;40.7;33.0
BR715;PNLTM;A;5000.0;103.3;95.9;90.6;84.7;75.2;65.1;57.8;49.8;41.7;34.0
BR715;PNLTM;A;5750.0;103.7;96.5;91.3;85.4;75.9;65.8;58.5;50.6;42.5;34.8
BR715;PNLTM;A;9875.0;107.7;100.3;95.1;89.6;80.9;71.5;64.6;56.9;49.2;41.8
BR715;PNLTM;D;11000.0;109.4;102.1;97.0;91.4;82.7;73.3;66.4;58.8;51.1;43.8
BR715;PNLTM;D;13000.0;112.1;105.0;100.0;94.5;85.6;76.2;69.3;61.8;54.1;46.9
BR715;PNLTM;D;15000.0;114.5;107.5;102.6;97.1;88.2;78.7;71.9;64.4;56.9;49.7
BR715;PNLTM;D;17000.0;116.7;109.8;104.9;99.5;90.5;81.0;74.2;66.8;59.3;52.2
BR715;PNLTM;D;19000.0;119.3;112.6;107.8;102.5;93.3;83.8;77.1;69.7;62.3;55.3
BR715;PNLTM;D;19750.0;120.4;113.7;108.9;103.6;94.5;84.9;78.2;70.9;63.5;56.5
BR715;SEL;A;4250.0;91.9;87.1;84.1;80.7;75.2;69.0;64.4;59.4;54.2;49.4
BR715;SEL;A;5000.0;92.2;88.0;84.9;81.5;76.1;69.9;65.3;60.3;55.2;50.3
BR715;SEL;A;5750.0;92.5;88.6;85.6;82.2;76.8;70.6;66.0;61.0;55.9;51.1
BR715;SEL;A;9875.0;95.7;91.5;88.7;85.6;80.5;74.8;70.5;65.6;60.7;56.0
BR715;SEL;D;11000.0;97.3;93.1;90.3;87.2;82.1;76.4;72.1;67.2;62.3;57.6
BR715;SEL;D;13000.0;99.8;95.7;92.9;89.8;84.7;78.9;74.7;69.8;64.9;60.2
BR715;SEL;D;15000.0;102.1;98.0;95.2;92.1;87.0;81.2;77.0;72.1;67.2;62.5
BR715;SEL;D;17000.0;104.1;100.1;97.3;94.2;89.1;83.3;79.0;74.2;69.2;64.6
BR715;SEL;D;19000.0;106.6;102.7;99.8;96.7;91.6;85.8;81.5;76.7;71.8;67.2
BR715;SEL;D;19750.0;107.6;103.7;100.8;97.7;92.6;86.8;82.5;77.7;72.8;68.2
CF34;EPNL;A;2000.0;94.1;89.4;85.9;82.0;74.9;66.9;60.9;53.5;44.5;30.6
CF34;EPNL;A;3000.0;98.1;93.2;89.4;85.3;79.0;69.4;63.5;56.3;47.4;34.2
CF34;EPNL;D;4000.0;100.8;95.7;92.0;87.8;80.7;73.4;67.8;61.4;53.3;42.0
CF34;EPNL;D;5000.0;102.1;97.2;93.4;89.1;82.4;75.2;69.7;63.3;56.2;46.1
CF34;EPNL;D;6000.0;104.0;99.1;95.3;91.0;84.3;77.1;71.6;65.2;58.1;48.0
CF34;LAmax;A;2000.0;87.3;80.7;76.0;71.1;63.0;54.1;47.6;40.6;33.0;24.6
CF34;LAmax;A;3000.0;90.6;83.8;79.0;73.9;65.6;56.5;49.8;42.7;34.9;26.5
CF34;LAmax;D;4000.0;93.1;86.3;81.5;76.5;68.4;59.6;53.1;46.0;38.2;29.6
CF34;LAmax;D;5000.0;95.0;88.2;83.5;78.6;70.6;61.9;55.6;48.7;40.9;32.3
CF34;LAmax;D;6000.0;97.2;90.9;86.1;81.2;73.2;64.5;58.2;51.5;43.5;34.9
CF34;PNLTM;A;2000.0;101.7;94.2;88.9;83.1;73.2;62.4;54.6;45.3;34.4;18.7
CF34;PNLTM;A;3000.0;105.7;98.0;92.4;86.4;77.3;64.9;57.2;48.1;37.3;22.3
CF34;PNLTM;D;4000.0;108.4;100.5;95.0;88.9;79.0;68.9;61.5;53.2;43.2;30.1
CF34;PNLTM;D;5000.0;109.7;102.0;96.4;90.2;80.7;70.7;63.4;55.1;46.1;34.2
CF34;PNLTM;D;6000.0;111.6;103.9;98.3;92.1;82.6;72.6;65.3;57.0;48.0;36.1
CF34;SEL;A;2000.0;90.9;86.7;83.3;79.9;74.1;67.4;62.4;56.9;50.7;43.9
CF34;SEL;A;3000.0;94.3;89.8;86.5;82.9;76.9;70.0;64.8;59.2;52.9;46.0
CF34;SEL;D;4000.0;96.3;91.8;88.5;85.0;79.1;72.5;67.5;61.9;55.6;48.6
CF34;SEL;D;5000.0;97.7;93.2;90.0;86.5;80.8;74.3;69.5;64.1;57.9;50.7
CF34;SEL;D;6000.0;99.7;95.2;92.0;88.5;82.8;76.3;71.5;66.1;59.9;52.7
CF3410E;EPNL;A;3000.0;95.3;91.1;88.1;84.7;79.2;72.3;67.1;60.9;52.8;42.4
CF3410E;EPNL;A;5000.0;97.3;93.0;89.9;86.4;80.7;73.9;68.7;62.6;55.0;45.4
CF3410E;EPNL;D;8000.0;100.0;95.9;92.8;89.2;83.3;76.5;71.4;65.4;58.1;49.0
CF3410E;EPNL;D;10000.0;102.7;98.6;95.5;91.9;86.0;79.6;74.3;68.3;61.1;52.3
CF3410E;EPNL;D;15000.0;107.9;103.8;100.8;97.3;91.4;85.2;80.0;74.3;67.6;59.6
CF3410E;LAmax;A;3000.0;90.1;83.6;79.1;74.4;66.9;58.6;52.6;45.7;37.9;29.5
CF3410E;LAmax;A;5000.0;91.9;85.3;80.7;75.9;68.3;59.9;53.9;47.2;39.6;31.4
CF3410E;LAmax;D;8000.0;94.9;88.5;84.0;79.3;71.9;63.7;57.7;51.0;43.3;34.8
CF3410E;LAmax;D;10000.0;97.6;91.1;86.6;81.9;74.3;66.0;60.2;53.4;45.6;37.1
CF3410E;LAmax;D;15000.0;103.3;96.8;92.3;87.5;79.8;71.3;65.1;58.3;50.4;42.0
CF3410E;PNLTM;A;3000.0;102.7;96.0;91.2;86.2;78.1;68.6;61.7;53.9;44.2;32.0
CF3410E;PNLTM;A;5000.0;104.8;97.9;93.2;88.1;79.8;70.1;63.2;55.4;46.4;35.7
CF3410E;PNLTM;D;8000.0;108.6;101.9;96.7;91.6;83.4;74.0;67.3;59.6;50.7;40.1
CF3410E;PNLTM;D;10000.0;111.3;104.0;99.2;93.9;85.6;76.4;69.4;61.5;52.7;42.6
CF3410E;PNLTM;D;15000.0;116.3;109.4;104.6;99.3;90.8;81.9;74.9;67.3;58.8;49.6
CF3410E;SEL;A;3000.0;92.5;88.8;86.1;83.2;78.4;72.7;68.3;63.3;57.2;50.5
CF3410E;SEL;A;5000.0;93.9;90.1;87.4;84.4;79.5;73.9;69.6;64.7;58.9;52.4
CF3410E;SEL;D;8000.0;95.9;92.2;89.6;86.7;81.8;76.3;72.1;67.1;61.2;54.5
CF3410E;SEL;D;10000.0;98.6;94.9;92.1;89.2;84.4;78.8;74.6;69.9;63.9;57.2
CF3410E;SEL;D;15000.0;103.8;100.2;97.5;94.6;89.8;84.1;79.9;74.9;69.1;62.6
CF348C5;EPNL;A;2500.0;96.3;91.6;88.3;84.8;79.1;72.2;67.1;61.3;54.8;48.1
CF348C5;EPNL;A;7250.0;99.4;94.4;90.7;86.8;80.8;74.1;69.2;63.7;57.2;50.5
CF348C5;EPNL;D;7250.0;100.9;96.1;92.6;88.8;82.9;76.1;71.0;65.0;58.2;50.4
CF348C5;EPNL;D;16250.0;108.4;104.0;100.8;97.3;91.7;85.1;80.1;74.7;68.6;62.2
CF348C5;LAmax;A;2500.0;89.7;83.1;78.6;73.8;66.2;57.6;51.3;44.1;36.0;27.3
CF348C5;LAmax;A;7250.0;91.3;84.7;80.2;75.4;67.6;58.9;52.6;45.5;37.6;29.2
CF348C5;LAmax;D;7250.0;94.5;87.9;83.5;78.7;71.0;62.3;56.0;48.8;40.5;31.7
CF348C5;LAmax;D;16250.0;103.6;97.1;92.6;87.9;80.2;71.6;65.3;58.3;50.3;42.0
CF348C5;PNLTM;A;2500.0;102.4;95.5;90.6;85.4;77.0;67.7;61.1;53.8;45.8;37.6
CF348C5;PNLTM;A;7250.0;105.1;97.8;92.6;86.9;78.3;69.2;62.8;55.8;47.8;39.9
CF348C5;PNLTM;D;7250.0;109.6;101.6;96.3;90.8;82.4;73.2;66.7;59.2;50.8;41.6
CF348C5;PNLTM;D;16250.0;116.5;109.4;104.4;99.2;91.1;82.1;75.6;68.7;61.1;53.2
CF348C5;SEL;A;2500.0;93.1;89.2;86.4;83.3;78.2;72.0;67.1;61.5;54.9;47.7
CF348C5;SEL;A;7250.0;95.2;91.0;88.1;85.0;79.8;73.6;68.8;63.2;56.8;49.9
CF348C5;SEL;D;7250.0;96.4;92.3;89.5;86.5;81.5;75.3;70.4;64.7;58.0;50.6
CF348C5;SEL;D;16250.0;104.7;100.9;98.2;95.3;90.4;84.4;79.6;74.0;67.6;60.7
CF348E;EPNL;A;3000.0;97.8;93.3;89.7;85.7;78.8;71.0;65.4;58.7;50.2;38.5
CF348E;EPNL;A;4000.0;99.4;94.8;91.2;87.1;80.3;72.8;67.3;60.7;52.3;41.7
CF348E;EPNL;D;7000.0;101.1;96.1;92.7;88.9;82.8;76.1;70.8;64.5;57.1;47.9
CF348E;EPNL;D;9000.0;103.5;99.2;96.0;92.6;87.1;80.5;75.5;69.7;63.0;54.4
CF348E;EPNL;D;11000.0;106.9;102.8;99.8;96.6;91.1;84.8;80.0;74.4;67.8;59.9
CF348E;LAmax;A;3000.0;91.1;84.4;79.8;74.8;66.8;57.8;51.3;44.0;35.9;27.5
CF348E;LAmax;A;4000.0;92.0;85.3;80.7;75.8;67.8;59.0;52.5;45.5;37.6;29.6
CF348E;LAmax;D;7000.0;95.5;88.9;84.3;79.4;71.5;62.8;56.5;49.5;41.6;33.5
CF348E;LAmax;D;9000.0;99.3;92.7;88.2;83.4;75.5;66.8;60.6;53.7;46.0;38.0
CF348E;LAmax;D;11000.0;103.3;96.6;92.0;87.1;79.2;70.3;64.0;57.2;49.6;41.8
CF348E;PNLTM;A;3000.0;104.9;97.3;91.9;86.3;76.9;66.8;59.6;51.5;41.4;29.5
CF348E;PNLTM;A;4000.0;106.1;98.9;93.5;87.7;78.3;68.4;61.4;53.3;43.3;32.3
CF348E;PNLTM;D;7000.0;108.8;101.8;96.9;91.3;82.6;72.8;66.2;57.9;49.1;38.9
CF348E;PNLTM;D;9000.0;112.2;105.2;100.2;94.8;86.4;77.1;70.4;62.8;54.3;44.7
CF348E;PNLTM;D;11000.0;116.7;109.7;104.7;99.1;90.2;81.2;74.7;67.4;59.0;50.1
CF348E;SEL;A;3000.0;93.5;89.6;86.7;83.5;78.2;72.0;67.2;61.6;55.3;48.6
CF348E;SEL;A;4000.0;94.7;90.7;87.9;84.7;79.4;73.3;68.7;63.3;57.2;50.7
CF348E;SEL;D;7000.0;97.3;93.2;90.5;87.4;82.3;76.2;71.7;66.4;60.4;54.0
CF348E;SEL;D;9000.0;100.3;96.5;93.9;91.0;86.0;80.3;75.9;70.9;65.0;58.6
CF348E;SEL;D;11000.0;103.4;99.7;97.1;94.2;89.4;83.8;79.5;74.6;68.9;62.5
CF565C;EPNL;A;3000.0;103.1;96.5;92.9;89.2;83.5;76.4;71.3;65.4;58.0;48.7
CF565C;EPNL;A;5000.0;103.6;97.3;93.7;89.6;84.0;76.8;71.4;65.5;58.0;48.7
CF565C;EPNL;D;12500.0;104.7;99.0;94.7;89.9;82.0;73.3;67.8;60.2;51.1;39.9
CF565C;EPNL;D;20000.0;111.0;105.0;101.0;96.5;89.2;82.3;77.5;71.0;63.4;53.5
CF565C;EPNL;D;27500.0;113.4;108.5;105.2;101.3;94.9;88.3;83.4;77.4;70.3;62.4
CF565C;LAmax;A;3000.0;93.3;86.6;82.1;77.3;69.7;61.5;55.6;48.9;41.5;33.6
CF565C;LAmax;A;5000.0;94.2;87.3;82.5;77.6;69.9;61.6;55.6;49.0;41.5;33.6
CF565C;LAmax;D;12500.0;98.9;89.4;82.8;76.4;67.3;57.8;51.3;44.2;36.3;27.7
CF565C;LAmax;D;20000.0;103.4;95.3;89.8;83.9;75.3;66.2;59.9;53.0;45.0;36.3
CF565C;LAmax;D;27500.0;106.9;99.4;94.4;89.3;81.0;71.9;65.4;58.3;50.2;41.5
CF565C;PNLTM;A;3000.0;108.2;100.9;95.9;90.8;83.0;72.5;65.6;58.2;49.7;39.1
CF565C;PNLTM;A;5000.0;110.1;102.6;97.3;91.4;83.4;73.3;65.6;58.3;49.7;39.1
CF565C;PNLTM;D;12500.0;115.3;106.1;99.1;92.4;81.5;69.4;62.6;53.2;42.8;31.7
CF565C;PNLTM;D;20000.0;119.7;111.7;105.9;99.2;87.1;77.7;71.4;63.2;54.2;42.8
CF565C;PNLTM;D;27500.0;122.8;115.2;109.9;104.0;94.1;83.6;77.9;69.2;60.9;51.9
CF565C;SEL;A;3000.0;98.7;92.8;89.9;86.8;81.7;76.0;71.7;66.6;60.8;54.3
CF565C;SEL;A;5000.0;99.0;93.3;90.1;86.9;81.9;76.1;71.8;66.7;60.9;54.3
CF565C;SEL;D;12500.0;98.8;92.6;88.7;84.8;78.6;71.9;67.1;61.6;55.4;48.5
CF565C;SEL;D;20000.0;105.3;99.9;96.4;92.9;87.3;81.0;76.4;70.9;64.7;57.8
CF565C;SEL;D;27500.0;108.0;103.5;100.5;97.4;92.1;86.2;81.7;76.2;70.7;64.6
CF567B;EPNL;A;3000.0;97.5;92.8;89.4;85.6;79.5;72.0;66.3;59.9;50.6;39.1
CF567B;EPNL;A;4000.0;98.4;93.7;90.1;86.2;80.3;72.9;67.4;61.2;51.7;40.7
CF567B;EPNL;A;5000.0;99.1;94.4;90.8;86.9;81.0;73.9;68.3;62.2;53.0;42.9
CF567B;EPNL;A;6000.0;99.7;95.1;91.4;87.6;81.7;74.6;69.1;63.3;54.7;45.2
CF567B;EPNL;A;7000.0;100.3;95.7;91.9;88.1;82.2;75.4;69.8;64.1;56.6;47.7
CF567B;EPNL;D;10000.0;100.3;96.0;92.6;89.1;83.5;76.8;72.0;66.0;60.2;55.7
CF567B;EPNL;D;13000.0;103.1;98.9;95.6;92.3;86.8;80.5;75.8;69.9;63.6;58.8
CF567B;EPNL;D;16000.0;105.4;101.3;98.2;95.0;89.7;83.6;79.0;73.3;67.0;61.6
CF567B;EPNL;D;19000.0;107.5;103.6;100.5;97.4;92.3;86.5;82.0;76.3;70.5;64.6
CF567B;EPNL;D;23500.0;111.8;108.0;105.2;102.3;97.5;92.2;87.9;82.2;76.5;70.3
CF567B;LAmax;A;3000.0;91.8;84.8;80.1;75.1;67.1;58.4;51.7;44.7;36.5;28.3
CF567B;LAmax;A;4000.0;92.4;85.4;80.6;75.5;67.6;58.8;52.3;45.5;36.6;28.5
CF567B;LAmax;A;5000.0;92.9;85.8;81.0;76.0;68.0;59.2;52.8;46.1;37.7;29.7
CF567B;LAmax;A;6000.0;93.4;86.3;81.4;76.3;68.3;59.7;53.3;46.6;38.8;31.3
